Avg_value,TP9,AF7,AF8,TP10
-91.70338944672709,-35.121106643761365,-170.15058949389473,-127.59842694231881,-33.94343470693347
-90.84142691887867,-31.496133578125733,-182.3358446750791,-116.49973148862081,-33.033997933689015
-94.00574229974026,-34.773320129919604,-198.52855874350988,-113.33109319349245,-29.38999713203912
-89.88854537525516,-29.993046681079388,-176.93582564318416,-126.29078133196595,-26.33452784479112
-70.98080891822372,-30.24486198434387,-130.69913207700463,-94.77866349339686,-28.20057811814946
-83.35101815128468,-34.03431069006246,-164.8840214352531,-106.61314943269235,-27.872591047130797
-81.12124219516143,-21.87922696380698,-189.8781421774188,-88.94367035966424,-23.7839292797557
229.79433748187645,56.4058974877141,343.42909993795854,461.5827359112105,57.75961659062266
-481.07690510944195,-106.10743627094371,-795.1726239386802,-924.1134133694231,-98.91414685872058
78.65178492678254,-30.933337750847848,304.41785781274206,72.46190157586528,-31.339281930629326
-68.95976773802468,-46.767646215576846,-98.53360649429655,-87.33691527688529,-43.20090296534008
-99.33820654905638,-34.009858530566945,-194.65668876025018,-138.3856692765826,-30.300609628825864
-84.71008067148188,-34.7725720833853,-173.09430706464772,-96.68308513468617,-34.2903584032083
-84.36633502503514,-36.34377611102816,-176.9601871464958,-88.26614511639387,-35.89523172622272
-85.03576763185178,-34.32993522845462,-187.07077784480532,-85.97134914780948,-32.771008306337684
-75.51503348867556,-34.386938204386304,-153.40573538985998,-82.48589553577389,-31.781564824682025
-67.32237289352616,-28.46664810046197,-144.18094856876124,-72.21203805463087,-24.429856850250605
-80.1678494880059,-27.733000229522784,-178.58094102796596,-88.08789997946279,-26.26955671507204
-92.69514394807345,-35.876119938247534,-203.0066394145645,-98.70201906450853,-33.19579737497327
-70.09946776220148,-36.54788072234107,-140.02867898067487,-69.60698357074267,-34.214327775047316
-70.96838767927888,-14.476855102266645,-219.0235769180812,-39.03536191021396,-11.337756786553738
86.29512798646537,-2.5405476575630734,128.72255174506842,221.49545173807482,-2.4969438797186916
-337.73914409190894,-44.00690642992725,-503.93619527311535,-759.7419508215302,-43.271523843062944
12.736776605021362,-38.808324553182715,166.27402458652315,-42.189249855863714,-34.329343757391285
-66.86439707541732,-38.8651836444354,-126.66801572361268,-64.21270455811974,-37.711684375501434
-71.3695356009924,-35.21078075994477,-142.37466046250444,-79.93263947215239,-27.960061709368016
-80.8066834251459,-35.73059144271347,-166.23461693928166,-85.82786908690606,-35.43365623168245
-75.309941364109,-32.443276392955546,-158.6780421571804,-81.13575057440595,-28.982696331894076
-82.62400781827202,-40.83268123345292,-176.0903471474383,-75.8036533186572,-37.7693495735397
-73.80604323381411,-29.62014345939037,-178.85721995628197,-60.44303580612916,-26.30377371345489
-71.1265687814965,-33.84572236915626,-141.0079294844964,-78.29363368386053,-31.35898958847282
-71.35078361770954,-28.322336015234807,-150.9885749137036,-77.43995620164931,-28.652267340250447
